"ptp","page_index","viewing_time","test_part"
"sub_001",0,4403.59999999963,"instructions1"
"sub_001",1,9711.70000000019,"instructions1"
"sub_001",2,2399.89999999944,"instructions1"
"sub_001",3,3823.80000000075,"instructions1"
"sub_001",4,3694.79999999981,"instructions1"
"sub_001",5,2177.29999999981,"instructions1"
"sub_001",6,2632.09999999963,"instructions1"
"sub_001",0,4445.70000000019,"instructions2"
"sub_001",1,6616.09999999963,"instructions2"
"sub_001",2,2383.90000000037,"instructions2"
"sub_001",3,2073.59999999963,"instructions2"
"sub_002",0,4785,"instructions1"
"sub_002",1,25249.7000000001,"instructions1"
"sub_002",2,6225.09999999998,"instructions1"
"sub_002",3,4856.40000000002,"instructions1"
"sub_002",4,12074.3999999999,"instructions1"
"sub_002",5,8265.40000000002,"instructions1"
"sub_002",6,5994.59999999998,"instructions1"
"sub_002",0,8329,"instructions2"
"sub_002",1,41092.7999999999,"instructions2"
"sub_002",2,13310.7000000001,"instructions2"
"sub_002",3,3985.59999999998,"instructions2"
"sub_003",0,54737,"instructions1"
"sub_003",1,129148.699999988,"instructions1"
"sub_003",2,9334.80000001192,"instructions1"
"sub_003",3,3407.5,"instructions1"
"sub_003",4,9030.69999998808,"instructions1"
"sub_003",5,4710.90000000596,"instructions1"
"sub_003",6,3590.30000001192,"instructions1"
"sub_003",0,168339,"instructions2"
"sub_003",1,6435.90000000596,"instructions2"
"sub_003",2,6456.19999998808,"instructions2"
"sub_003",3,2114.10000002384,"instructions2"
"sub_004",0,7465,"instructions1"
"sub_004",1,47543.1000001431,"instructions1"
"sub_004",2,8146.09999990463,"instructions1"
"sub_004",3,4284.40000009537,"instructions1"
"sub_004",4,6994.5,"instructions1"
"sub_004",5,9622.5,"instructions1"
"sub_004",6,5828.39999985695,"instructions1"
"sub_004",0,7441.40000009537,"instructions2"
"sub_004",1,13086.4000000954,"instructions2"
"sub_004",2,6124.29999995232,"instructions2"
"sub_004",3,2798.09999990463,"instructions2"
"sub_005",0,27585.1999999881,"instructions1"
"sub_005",1,89375.5,"instructions1"
"sub_005",2,13580.5,"instructions1"
"sub_005",3,13405.9000000358,"instructions1"
"sub_005",4,29194.5,"instructions1"
"sub_005",5,11130,"instructions1"
"sub_005",6,47459.6999999881,"instructions1"
"sub_005",0,2353,"instructions1"
"sub_005",1,4040.80000001192,"instructions1"
"sub_005",2,2082.80000001192,"instructions1"
"sub_005",3,1456.69999998808,"instructions1"
"sub_005",4,4233.90000003576,"instructions1"
"sub_005",5,945.799999952316,"instructions1"
"sub_005",6,2577.5,"instructions1"
"sub_005",0,23847.9000000358,"instructions2"
"sub_005",1,54010.2999999523,"instructions2"
"sub_005",2,24396.8000000119,"instructions2"
"sub_005",3,17952.6000000238,"instructions2"
"sub_006",0,9747.19999992847,"instructions1"
"sub_006",1,16921.9000000954,"instructions1"
"sub_006",2,21992.1999999285,"instructions1"
"sub_006",3,29272.1000000238,"instructions1"
"sub_006",4,9742,"instructions1"
"sub_006",5,9671.89999997616,"instructions1"
"sub_006",6,6832.20000004768,"instructions1"
"sub_006",0,11693.2999999523,"instructions2"
"sub_006",1,17201.8999999762,"instructions2"
"sub_006",2,17952.1000000238,"instructions2"
"sub_006",3,11752,"instructions2"
"sub_007",0,10347,"instructions1"
"sub_007",1,18140.7000000477,"instructions1"
"sub_007",2,6502.5,"instructions1"
"sub_007",3,5684.40000009537,"instructions1"
"sub_007",2,3605.89999985695,"instructions1"
"sub_007",3,2030.29999995232,"instructions1"
"sub_007",4,7412.20000004768,"instructions1"
"sub_007",5,7738.20000004768,"instructions1"
"sub_007",6,6746.40000009537,"instructions1"
"sub_007",0,4682,"instructions1"
"sub_007",1,16070.5,"instructions1"
"sub_007",2,4721.40000009537,"instructions1"
"sub_007",3,3147.89999985695,"instructions1"
"sub_007",4,4890.5,"instructions1"
"sub_007",5,3377.79999995232,"instructions1"
"sub_007",6,1335.80000019073,"instructions1"
"sub_007",0,9733.10000014305,"instructions2"
"sub_007",1,24200.8999998569,"instructions2"
"sub_007",2,6965.90000009537,"instructions2"
"sub_007",3,4068.29999995232,"instructions2"
"sub_008",0,26198.3999999985,"instructions1"
"sub_008",1,45037,"instructions1"
"sub_008",2,18524.5,"instructions1"
"sub_008",3,14010.5,"instructions1"
"sub_008",4,23563,"instructions1"
"sub_008",5,18604.1000000015,"instructions1"
"sub_008",6,26191.299999997,"instructions1"
"sub_008",0,23999.6999999955,"instructions2"
"sub_008",1,32755.3000000045,"instructions2"
"sub_008",2,13830.8999999985,"instructions2"
"sub_008",3,30550.1999999955,"instructions2"
"sub_009",0,115815.4,"instructions1"
"sub_009",1,19863,"instructions1"
"sub_009",2,5504.60000000003,"instructions1"
"sub_009",3,3008.69999999995,"instructions1"
"sub_009",4,5941,"instructions1"
"sub_009",5,3890.80000000005,"instructions1"
"sub_009",6,3728,"instructions1"
"sub_009",0,1745.79999999999,"instructions1"
"sub_009",1,3256.10000000003,"instructions1"
"sub_009",2,720.299999999988,"instructions1"
"sub_009",3,999.700000000012,"instructions1"
"sub_009",4,920,"instructions1"
"sub_009",5,799.900000000023,"instructions1"
"sub_009",6,2608,"instructions1"
"sub_009",0,12269.2,"instructions2"
"sub_009",1,27511.4,"instructions2"
"sub_009",2,9759.90000000002,"instructions2"
"sub_009",3,8712,"instructions2"
"sub_010",0,6390.90000000037,"instructions1"
"sub_010",1,17874.8999999994,"instructions1"
"sub_010",2,7811,"instructions1"
"sub_010",3,4365.10000000056,"instructions1"
"sub_010",4,5847,"instructions1"
"sub_010",5,4643.89999999944,"instructions1"
"sub_010",6,6298.90000000037,"instructions1"
"sub_010",0,1024.29999999981,"instructions1"
"sub_010",1,16201.9000000004,"instructions1"
"sub_010",2,3245,"instructions1"
"sub_010",3,991.099999999627,"instructions1"
"sub_010",4,733.900000000373,"instructions1"
"sub_010",5,4045.29999999981,"instructions1"
"sub_010",6,1125.89999999944,"instructions1"
"sub_010",0,11337.1999999993,"instructions2"
"sub_010",1,15233.6000000006,"instructions2"
"sub_010",2,11211.0999999996,"instructions2"
"sub_010",1,1258.90000000037,"instructions2"
"sub_010",2,900,"instructions2"
"sub_010",1,578,"instructions2"
"sub_010",2,574.099999999627,"instructions2"
"sub_010",1,533.100000000559,"instructions2"
"sub_010",2,496.699999999255,"instructions2"
"sub_010",1,467.100000000559,"instructions2"
"sub_010",2,578,"instructions2"
"sub_010",1,564,"instructions2"
"sub_010",2,3029,"instructions2"
"sub_010",1,1493.89999999944,"instructions2"
"sub_010",2,570.100000000559,"instructions2"
"sub_010",1,713.099999999627,"instructions2"
"sub_010",2,1657.79999999981,"instructions2"
"sub_010",1,463.200000000186,"instructions2"
"sub_010",2,528.799999999814,"instructions2"
"sub_010",1,480.100000000559,"instructions2"
"sub_010",2,528.899999999441,"instructions2"
"sub_010",1,527.100000000559,"instructions2"
"sub_010",2,6307.89999999944,"instructions2"
"sub_010",3,7255,"instructions2"
"sub_011",0,1613.30000019073,"instructions1"
"sub_011",1,17399.2999992371,"instructions1"
"sub_011",2,3718.10000038147,"instructions1"
"sub_011",3,1982.60000038147,"instructions1"
"sub_011",4,3017.79999923706,"instructions1"
"sub_011",5,1981.5,"instructions1"
"sub_011",6,8331.80000019073,"instructions1"
"sub_011",0,2047.30000019073,"instructions2"
"sub_011",1,7913.0999994278,"instructions2"
"sub_011",2,1667.4000005722,"instructions2"
"sub_011",3,969.599999427795,"instructions2"
"sub_012",0,8961.70000004768,"instructions1"
"sub_012",1,27094.5,"instructions1"
"sub_012",2,5502.89999997616,"instructions1"
"sub_012",3,5314.30000001192,"instructions1"
"sub_012",4,9754.30000001192,"instructions1"
"sub_012",5,6994.29999995232,"instructions1"
"sub_012",6,16668.5,"instructions1"
"sub_012",0,32616.5999999642,"instructions2"
"sub_012",1,24623.1000000238,"instructions2"
"sub_012",2,42219.3000000119,"instructions2"
"sub_012",3,16150.1999999881,"instructions2"
"sub_013",0,6285.09999999776,"instructions1"
"sub_013",1,14247.6000000015,"instructions1"
"sub_013",2,3880,"instructions1"
"sub_013",3,4575.89999999851,"instructions1"
"sub_013",4,6784.30000000075,"instructions1"
"sub_013",5,3175.69999999925,"instructions1"
"sub_013",6,2264.20000000298,"instructions1"
"sub_013",0,5467.69999999925,"instructions2"
"sub_013",1,6007.89999999851,"instructions2"
"sub_013",2,1504,"instructions2"
"sub_013",3,1207.80000000075,"instructions2"
"sub_014",0,55512,"instructions1"
"sub_014",1,27008.1000000238,"instructions1"
"sub_014",2,11357.8000000119,"instructions1"
"sub_014",3,7471.5,"instructions1"
"sub_014",4,10210,"instructions1"
"sub_014",5,8586.69999998808,"instructions1"
"sub_014",6,7380.5,"instructions1"
"sub_014",0,10625.1000000238,"instructions2"
"sub_014",1,18212.1999999881,"instructions2"
"sub_014",2,5686.30000001192,"instructions2"
"sub_014",3,17130.5,"instructions2"
"sub_015",0,68462.6000000015,"instructions1"
"sub_015",1,20732,"instructions1"
"sub_015",2,5162.39999999851,"instructions1"
"sub_015",3,4654.19999999925,"instructions1"
"sub_015",4,5607.10000000149,"instructions1"
"sub_015",5,7606.89999999851,"instructions1"
"sub_015",6,5132.10000000149,"instructions1"
"sub_015",0,7673.10000000149,"instructions2"
"sub_015",1,20089.5999999978,"instructions2"
"sub_015",2,3730.19999999925,"instructions2"
"sub_015",3,8215.30000000075,"instructions2"
"sub_016",0,37726.1999999285,"instructions1"
"sub_016",1,17176.8000000715,"instructions1"
"sub_016",2,4245.39999997616,"instructions1"
"sub_016",3,3133.79999995232,"instructions1"
"sub_016",4,4359.10000002384,"instructions1"
"sub_016",5,2765.79999995232,"instructions1"
"sub_016",6,4530.20000004768,"instructions1"
"sub_016",0,7775.5,"instructions2"
"sub_016",1,17673.1000000238,"instructions2"
"sub_016",2,8055.89999997616,"instructions2"
"sub_016",3,6878.10000002384,"instructions2"
"sub_017",0,7786.5,"instructions1"
"sub_017",1,27765.6000000238,"instructions1"
"sub_017",2,11779.7999999821,"instructions1"
"sub_017",3,3183.70000001788,"instructions1"
"sub_017",2,3986.79999998212,"instructions1"
"sub_017",3,2551.80000001192,"instructions1"
"sub_017",4,6862.59999999404,"instructions1"
"sub_017",5,9844.80000001192,"instructions1"
"sub_017",6,7759.79999998212,"instructions1"
"sub_017",0,20230.7000000179,"instructions2"
"sub_017",1,11147.099999994,"instructions2"
"sub_017",2,8490.90000000596,"instructions2"
"sub_017",1,7227.69999998808,"instructions2"
"sub_017",2,3897.20000001788,"instructions2"
"sub_017",1,1549,"instructions2"
"sub_017",2,5887.69999998808,"instructions2"
"sub_017",3,3431.40000000596,"instructions2"
"sub_018",0,9930.5,"instructions1"
"sub_018",1,18176.3999999911,"instructions1"
"sub_018",2,4882.70000000298,"instructions1"
"sub_018",3,4816,"instructions1"
"sub_018",4,6262.70000000298,"instructions1"
"sub_018",5,4441.90000000596,"instructions1"
"sub_018",6,6466.29999999702,"instructions1"
"sub_018",0,10122.3999999911,"instructions2"
"sub_018",1,20522.3000000119,"instructions2"
"sub_018",2,5879.59999999404,"instructions2"
"sub_018",3,4123.20000000298,"instructions2"
"sub_019",0,9834.5,"instructions1"
"sub_019",1,84958.6000001431,"instructions1"
"sub_019",2,8379.70000004768,"instructions1"
"sub_019",3,3022.09999990463,"instructions1"
"sub_019",4,4329.40000009537,"instructions1"
"sub_019",5,6762.5,"instructions1"
"sub_019",6,64482.1999998093,"instructions1"
"sub_019",0,89282.8999998569,"instructions2"
"sub_019",1,69445.5,"instructions2"
"sub_019",2,17987.2000000477,"instructions2"
"sub_019",3,7181.40000009537,"instructions2"
"sub_020",0,22827.3,"instructions1"
"sub_020",1,11839.7999999999,"instructions1"
"sub_020",2,5351.90000000002,"instructions1"
"sub_020",3,4757.59999999998,"instructions1"
"sub_020",4,5706.70000000007,"instructions1"
"sub_020",5,11656.8999999999,"instructions1"
"sub_020",6,18242.1000000001,"instructions1"
"sub_020",0,5976.40000000002,"instructions2"
"sub_020",1,7059.79999999993,"instructions2"
"sub_020",2,6380.80000000005,"instructions2"
"sub_020",3,3908.40000000002,"instructions2"
"sub_021",0,4738.70000004768,"instructions1"
"sub_021",1,16074.5,"instructions1"
"sub_021",2,7234.59999990463,"instructions1"
"sub_021",3,4562.70000004768,"instructions1"
"sub_021",4,5844.40000009537,"instructions1"
"sub_021",5,7502.79999995232,"instructions1"
"sub_021",6,12821.5,"instructions1"
"sub_021",0,9673.79999995232,"instructions2"
"sub_021",1,16022.5,"instructions2"
"sub_021",2,11133.8999998569,"instructions2"
"sub_021",3,7429.10000014305,"instructions2"
"sub_022",0,19893,"instructions1"
"sub_022",1,51855.5,"instructions1"
"sub_022",2,10288,"instructions1"
"sub_022",3,4016.09999999404,"instructions1"
"sub_022",4,5664,"instructions1"
"sub_022",5,32864.1000000089,"instructions1"
"sub_022",6,8911.79999999702,"instructions1"
"sub_022",0,15439.900000006,"instructions2"
"sub_022",1,19575.700000003,"instructions2"
"sub_022",2,8471.79999999702,"instructions2"
"sub_022",3,4479.90000000596,"instructions2"
"sub_023",0,6210.40000009537,"instructions1"
"sub_023",1,48855.1999998093,"instructions1"
"sub_023",2,11272.5999999046,"instructions1"
"sub_023",3,7080.2000002861,"instructions1"
"sub_023",4,7506.69999980927,"instructions1"
"sub_023",5,7515.90000009537,"instructions1"
"sub_023",6,5178.7999997139,"instructions1"
"sub_023",0,7267.30000019073,"instructions2"
"sub_023",1,27157.2999997139,"instructions2"
"sub_023",2,2643.7000002861,"instructions2"
"sub_023",3,32857.4000000954,"instructions2"
"sub_024",0,18044.6999999285,"instructions1"
"sub_024",1,27263.2000000477,"instructions1"
"sub_024",2,10511.7999999523,"instructions1"
"sub_024",3,6592.10000002384,"instructions1"
"sub_024",4,11984,"instructions1"
"sub_024",5,10184.1000000238,"instructions1"
"sub_024",6,6423.79999995232,"instructions1"
"sub_024",0,15037.2000000477,"instructions2"
"sub_024",1,7583.10000002384,"instructions2"
"sub_024",2,10127.6000000238,"instructions2"
"sub_024",3,1423.89999997616,"instructions2"
"sub_025",0,13932.8000000045,"instructions1"
"sub_025",1,13579,"instructions1"
"sub_025",2,6401,"instructions1"
"sub_025",3,4798.5,"instructions1"
"sub_025",4,6646.79999999702,"instructions1"
"sub_025",5,9312.70000000298,"instructions1"
"sub_025",6,14496.099999994,"instructions1"
"sub_025",0,8192.79999999702,"instructions2"
"sub_025",1,6197.89999999851,"instructions2"
"sub_025",2,5846.39999999851,"instructions2"
"sub_025",3,2193.5,"instructions2"
"sub_026",0,3835.39999999106,"instructions1"
"sub_026",1,59276.799999997,"instructions1"
"sub_026",2,8792.30000001192,"instructions1"
"sub_026",3,5880.09999999404,"instructions1"
"sub_026",4,34753.599999994,"instructions1"
"sub_026",5,8397.80000001192,"instructions1"
"sub_026",6,17993.1999999881,"instructions1"
"sub_026",0,1409.89999999106,"instructions2"
"sub_026",1,11842,"instructions2"
"sub_026",2,14539.5,"instructions2"
"sub_026",3,2012.90000000596,"instructions2"
"sub_027",0,3944.60000002384,"instructions1"
"sub_027",1,21649.6999999881,"instructions1"
"sub_027",2,19327.1999999881,"instructions1"
"sub_027",3,4923.80000001192,"instructions1"
"sub_027",4,9379.5,"instructions1"
"sub_027",5,7675.5,"instructions1"
"sub_027",6,8771.30000001192,"instructions1"
"sub_027",0,13470.7000000477,"instructions2"
"sub_027",1,23553.1999999881,"instructions2"
"sub_027",2,21264,"instructions2"
"sub_027",3,10630.0999999642,"instructions2"
"sub_028",0,18312.599999994,"instructions1"
"sub_028",1,36310.5,"instructions1"
"sub_028",2,9888.5,"instructions1"
"sub_028",3,5358.90000000596,"instructions1"
"sub_028",4,5144.09999999404,"instructions1"
"sub_028",5,7580.90000000596,"instructions1"
"sub_028",6,15845.599999994,"instructions1"
"sub_028",0,3189.69999998808,"instructions1"
"sub_028",1,39607.5,"instructions1"
"sub_028",2,3480.60000000894,"instructions1"
"sub_028",3,3599.79999999702,"instructions1"
"sub_028",4,3464,"instructions1"
"sub_028",5,4897.79999999702,"instructions1"
"sub_028",4,5485.90000000596,"instructions1"
"sub_028",5,1377.5,"instructions1"
"sub_028",6,2558.89999999106,"instructions1"
"sub_028",0,14331.900000006,"instructions2"
"sub_028",1,27215.700000003,"instructions2"
"sub_028",2,11159.8999999911,"instructions2"
"sub_028",3,2078.90000000596,"instructions2"
"sub_029",0,110325.699999928,"instructions1"
"sub_029",1,25793.8000000715,"instructions1"
"sub_029",2,10166.0999999046,"instructions1"
"sub_029",3,5693.5,"instructions1"
"sub_029",4,5636.10000002384,"instructions1"
"sub_029",5,4690,"instructions1"
"sub_029",6,20392.7000000477,"instructions1"
"sub_029",0,13198.6999999285,"instructions2"
"sub_029",1,28312.2000000477,"instructions2"
"sub_029",2,19989.2000000477,"instructions2"
"sub_029",3,12653,"instructions2"
"sub_030",0,21703.2000000477,"instructions1"
"sub_030",1,27465.2999999523,"instructions1"
"sub_030",2,9139.09999990463,"instructions1"
"sub_030",3,5797.70000004768,"instructions1"
"sub_030",4,9303.5,"instructions1"
"sub_030",5,6685.40000009537,"instructions1"
"sub_030",6,6680.69999980927,"instructions1"
"sub_030",0,15152.5,"instructions2"
"sub_030",1,14637.1000001431,"instructions2"
"sub_030",2,11837.2999999523,"instructions2"
"sub_030",3,20222.2999999523,"instructions2"
"sub_031",0,13353.5,"instructions1"
"sub_031",1,16003.3000001907,"instructions1"
"sub_031",2,7523.7999997139,"instructions1"
"sub_031",3,2344.7000002861,"instructions1"
"sub_031",2,2124.09999990463,"instructions1"
"sub_031",3,4471.7999997139,"instructions1"
"sub_031",4,6208.5,"instructions1"
"sub_031",5,7475.80000019073,"instructions1"
"sub_031",6,4788,"instructions1"
"sub_031",0,9709.10000038147,"instructions2"
"sub_031",1,9180.19999980927,"instructions2"
"sub_031",2,7219.59999990463,"instructions2"
"sub_031",3,40864.0999999046,"instructions2"
"sub_032",0,20046.2,"instructions1"
"sub_032",1,19604.2,"instructions1"
"sub_032",2,7091.10000000009,"instructions1"
"sub_032",3,5089.80000000005,"instructions1"
"sub_032",4,7919,"instructions1"
"sub_032",5,10025.5,"instructions1"
"sub_032",6,9767.59999999986,"instructions1"
"sub_032",0,12955.6000000001,"instructions2"
"sub_032",1,22145.5,"instructions2"
"sub_032",2,16485.8999999999,"instructions2"
"sub_032",3,5266.40000000014,"instructions2"
"sub_033",0,1550,"instructions1"
"sub_033",1,11470.7000000477,"instructions1"
"sub_033",2,2935,"instructions1"
"sub_033",3,1666.29999995232,"instructions1"
"sub_033",4,2517.60000014305,"instructions1"
"sub_033",5,3017.69999980927,"instructions1"
"sub_033",6,3367.70000004768,"instructions1"
"sub_033",0,2876,"instructions2"
"sub_033",1,4651.39999985695,"instructions2"
"sub_033",2,9453.10000014305,"instructions2"
"sub_033",3,2867.59999990463,"instructions2"
"sub_034",0,14672,"instructions1"
"sub_034",1,19303,"instructions1"
"sub_034",2,5774,"instructions1"
"sub_034",3,4223,"instructions1"
"sub_034",4,8678,"instructions1"
"sub_034",5,5100,"instructions1"
"sub_034",6,9096,"instructions1"
"sub_034",0,975,"instructions1"
"sub_034",1,2450,"instructions1"
"sub_034",2,792,"instructions1"
"sub_034",3,1007,"instructions1"
"sub_034",4,604,"instructions1"
"sub_034",5,487,"instructions1"
"sub_034",6,545,"instructions1"
"sub_034",0,5009,"instructions2"
"sub_034",1,5859,"instructions2"
"sub_034",2,2636,"instructions2"
"sub_034",3,4353,"instructions2"
"sub_035",0,14849.8999996185,"instructions1"
"sub_035",1,22871.7000002861,"instructions1"
"sub_035",2,10075.5,"instructions1"
"sub_035",3,4782.40000009537,"instructions1"
"sub_035",4,6791.59999990463,"instructions1"
"sub_035",5,10590.2999997139,"instructions1"
"sub_035",6,11184,"instructions1"
"sub_035",0,17327.9000000954,"instructions2"
"sub_035",1,25473,"instructions2"
"sub_035",2,30544.5999999046,"instructions2"
"sub_035",3,4096.5,"instructions2"
"sub_036",0,122532.400000006,"instructions1"
"sub_036",1,31916,"instructions1"
"sub_036",2,14971,"instructions1"
"sub_036",3,7767.09999999404,"instructions1"
"sub_036",4,8739.19999998808,"instructions1"
"sub_036",5,41015.2000000179,"instructions1"
"sub_036",6,20978.400000006,"instructions1"
